label	method	mean
g06_2	dp/100	-15.794499830812821
g06_2	dp/1000	9.205499999999994
g06_3	direct_eigen	-0.007013211533191566
g06_3	dp/10	-1.3640729682700012
g06_3	dp/100	-15.763799830812818
g06_3	dp/1000	9.226202
g06_4	direct_eigen	0.04958678846613651
g06_4	dp/10	-1.3085537190500034
g06_4	dp/100	-15.707199830812822
g06_4	dp/1000	9.282801999999997
g06_5	direct_eigen	-0.03091321153386417
g06_5	dp/10	-1.3880155604899898
g06_5	dp/100	-15.787699830812809
g06_5	dp/1000	9.212300000000006
g06_6	direct_eigen	0.04558678846613162
g06_6	dp/10	-1.3115109027400038
g06_6	dp/100	-15.711199830812813
g06_6	dp/1000	9.288800000000002
g06_7	direct_eigen	0.014786788466139456
g06_7	dp/10	-1.3423128875599986
g06_7	dp/100	-15.741999830812805
g06_7	dp/1000	9.25800000000001
g06_8	direct_eigen	-0.0050132115338570316
g06_8	dp/10	-1.362115796409995
g06_8	dp/100	-15.761799830812809
g06_8	dp/1000	9.238200000000006
g06_9	direct_eigen	0.008186788466126416
g06_9	dp/10	-1.348915796509992
g06_9	dp/100	-15.748599830812811
g06_9	dp/1000	9.251400000000004
g07_0	direct_eigen	-0.0038560100845383416
g07_0	dp/10	-0.005835829975937845
g07_0	dp/100	-0.028375481903123
g07_0	dp/1000	-0.03253694191914688
g07_1	direct_eigen	0.00020487292546028657
g07_1	dp/10	6.687335143318318e-05
g07_1	dp/100	-0.022474335279170587
g07_1	dp/1000	-0.022700497887993498
g07_2	direct_eigen	0.008644181499561476
g07_2	dp/10	0.006664149517000062
g07_2	dp/100	-0.015875537998999933
g07_2	dp/1000	-0.01930872158011912
g07_3	direct_eigen	-0.011904729783823342
g07_3	dp/10	-0.013835885638047385
g07_3	dp/100	-0.03637613411928625
g07_3	dp/1000	-0.03660049788799352
g07_4	direct_eigen	0.00424418150107958
g07_4	dp/10	0.002264242926044102
g07_4	dp/100	-0.020275280160601983
g07_4	dp/1000	-0.02516114779717399
g07_5	direct_eigen	-0.0008688056089392049
g07_5	dp/10	-0.002835357351959944
g07_5	dp/100	-0.025375424752170028
g07_5	dp/1000	-0.026844048925042968
g07_6	direct_eigen	-0.0014468912982361082
g07_6	dp/10	-0.003036026519616597
g07_6	dp/100	-0.025575402072442244
g07_6	dp/1000	-0.02729090347005278
g07_7	direct_eigen	-0.008914164475085418
g07_7	dp/10	-0.01003544774502596
g07_7	dp/100	-0.03257520512295847
g07_7	dp/1000	-0.032800497887993496
g07_8	direct_eigen	-0.00441250017098227
g07_8	dp/10	-0.004929467862209935
g07_8	dp/100	-0.027471398714409012
g07_8	dp/1000	-0.027700497887993447
g07_9	direct_eigen	0.008677935959924665
g07_9	dp/10	0.006764286726546664
g07_9	dp/100	-0.015776061893497006
g07_9	dp/1000	-0.018720578984100428
g08_0	direct_eigen	-0.02637302173153655
g08_0	dp/10	-0.04431306380222866
g08_0	dp/100	-0.2691588798234452
g08_0	dp/1000	-0.29114201616492297
g08_1	direct_eigen	-0.016021887899697163
g08_1	dp/10	-0.034113865630794216
g08_1	dp/100	-0.2589589401275325
g08_1	dp/1000	-0.2610993784238653
g08_2	direct_eigen	0.00643179765978541
g08_2	dp/10	-0.013412513788635394
g08_2	dp/100	-0.23825771697932563
g08_2	dp/1000	-0.24039937842386472
g08_3	direct_eigen	-0.02923445840312988
g08_3	dp/10	-0.049112883934601115
g08_3	dp/100	-0.273958480560875
g08_3	dp/1000	-0.276099378423865
g08_4	direct_eigen	0.0005654164845450005
g08_4	dp/10	-0.01931714456299627
g08_4	dp/100	-0.24415871807480016
g08_4	dp/1000	-0.2905040938608434
g08_5	direct_eigen	-0.001882798199858815
g08_5	dp/10	-0.01796177592229098
g08_5	dp/100	-0.24112773420406253
g08_5	dp/1000	-0.19149904908303217
g08_6	direct_eigen	-0.04213445841398178
g08_6	dp/10	-0.06201268137698657
g08_6	dp/100	-0.28685823937735533
g08_6	dp/1000	-0.3112990490830314
g08_7	direct_eigen	-0.025134458402071846
g08_7	dp/10	-0.0450117800445442
g08_7	dp/100	-0.2698588894701741
g08_7	dp/1000	-0.27199937842386523
g08_8	direct_eigen	-0.012334458408642668
g08_8	dp/10	-0.03221414257418642
g08_8	dp/100	-0.2570582309944385
g08_8	dp/1000	-0.25919937842386487
g08_9	direct_eigen	0.006265541407761255
g08_9	dp/10	-0.01361255224232183
g08_9	dp/100	-0.23845806002381265
g08_9	dp/1000	-0.2405993784238647
g09_0	direct_eigen	-0.04481899380131438
g09_0	dp/10	-0.24735144913481832
g09_0	dp/100	-2.3911417662316374
g09_0	dp/1000	-2.625390471744552
g09_1	direct_eigen	-0.04011901119265815
g09_1	dp/10	-0.24265444954282955
g09_1	dp/100	-2.3864425737194317
g09_1	dp/1000	-2.669705965676176
g09_2	direct_eigen	-0.061318993801318555
g09_2	dp/10	-0.2638517880356481
g09_2	dp/100	-2.4076430684191052
g09_2	dp/1000	-2.418899274599589
g09_3	direct_eigen	-0.1807152679394548
g09_3	dp/10	-0.26179403943138624
g09_3	dp/100	-2.3870407725657827
g09_3	dp/1000	-2.4317992745995802
g09_4	direct_eigen	-0.029040861081337965
g09_4	dp/10	-0.2249048424178639
g09_4	dp/100	-2.3577951717597045
g09_4	dp/1000	-2.4844421463722774
g09_5	direct_eigen	-0.011093777079874911
g09_5	dp/10	-0.21399991922477213
g09_5	dp/100	-2.3575623745322183
g09_5	dp/1000	-2.3685992745995925
g09_6	direct_eigen	0.43388100449014644
g09_6	dp/10	-0.0317807548522282
g09_6	dp/100	-1.905553797499028
g09_6	dp/1000	-2.3657421463722734
g09_7	direct_eigen	0.023281006198690335
g09_7	dp/10	-0.17925314025741912
g09_7	dp/100	-2.3230451175238294
g09_7	dp/1000	-2.3342992745995836
g09_8	direct_eigen	-0.061385073405514134
g09_8	dp/10	-0.2569042797200396
g09_8	dp/100	-2.4035239263088712
g09_8	dp/1000	-2.8342958486577885
g09_9	direct_eigen	0.034377411158295956
g09_9	dp/10	-0.16819187833878502
g09_9	dp/100	-2.311947285433643
g09_9	dp/1000	-2.323199274599588
g10_0	direct_eigen	-0.02181250761584863
g10_0	dp/10	-2.2261878024328965
g10_0	dp/100	-2.198385651988282
g10_0	dp/1000	171.42605607362952
g10_1	direct_eigen	0.027387492384225
g10_1	dp/10	-2.176987802432894
g10_1	dp/100	-2.0963640362367713
g10_1	dp/1000	171.47525607362954
g10_2	direct_eigen	-0.011912507615413404
g10_2	dp/10	-2.2162878024328982
g10_2	dp/100	-2.164504992840989
g10_2	dp/1000	170.4985878356514
g10_3	direct_eigen	0.01748749238407754
g10_3	dp/10	-2.1868878024328957
g10_3	dp/100	-2.1014535020043184
g10_3	dp/1000	171.62245205495742
g10_4	direct_eigen	-0.0551125076156076
g10_4	dp/10	-2.259487802432904
g10_4	dp/100	-2.174053502004327
g10_4	dp/1000	172.97501314457324
g10_5	direct_eigen	0.04048749238448224
g10_5	dp/10	-2.1638878024329102
g10_5	dp/100	-2.0928876125799896
g10_5	dp/1000	170.0856121553258
g10_6	direct_eigen	0.009287492384196128
g10_6	dp/10	-2.195087802432898
g10_6	dp/100	-2.0927867690948077
g10_6	dp/1000	171.3003100487622
g10_7	direct_eigen	-0.0021125076156565115
g10_7	dp/10	-2.2064878024328998
g10_7	dp/100	-2.135487612579979
g10_7	dp/1000	171.60285205495742
g10_8	direct_eigen	-0.022512507615829236
g10_8	dp/10	-2.2268878024328913
g10_8	dp/100	-2.1703011063476794
g10_8	dp/1000	172.8482507230079
g10_9	direct_eigen	0.012387492384103638
g10_9	dp/10	-2.1919878024328945
g10_9	dp/100	-2.106553502004317
g10_9	dp/1000	171.93229515322207
g11_0	direct_eigen	0.04642265286827296
g11_0	dp/10	-218.24149999999997
g11_0	dp/100	-14.093209048409506
g11_0	dp/1000	278.3814642
g11_1	direct_eigen	0.1309226539461008
g11_1	dp/10	-218.15700000000004
g11_1	dp/100	-13.925320329094149
g11_1	dp/1000	279.05859219999996
g11_2	direct_eigen	-0.03397734605181313
g11_2	dp/10	-218.3219
g11_2	dp/100	-13.939948020685875
g11_2	dp/1000	278.89369220000003
g11_3	direct_eigen	0.03402265394782944
g11_3	dp/10	-218.25390000000016
g11_3	dp/100	-14.07226224478768
g11_3	dp/1000	279.0606023999999
g11_4	direct_eigen	0.20222265394605188
g11_4	dp/10	-218.08569999999992
g11_4	dp/100	-13.987407348146519
g11_4	dp/1000	279.3277519000001
g11_5	direct_eigen	-0.06507734605179394
g11_5	dp/10	-218.35299999999992
g11_5	dp/100	-13.367761652069163
g11_5	dp/1000	277.9741801000001
g11_6	direct_eigen	-0.10257734605170299
g11_6	dp/10	-218.39049999999997
g11_6	dp/100	-13.455668232390764
g11_6	dp/1000	278.92400240000006
g11_7	direct_eigen	0.13692265394664105
g11_7	dp/10	-218.15099999999993
g11_7	dp/100	-14.567937269727878
g11_7	dp/1000	279.0645922000001
g11_8	direct_eigen	0.11182265394751312
g11_8	dp/10	-218.17610000000002
g11_8	dp/100	-13.308444322099518
g11_8	dp/1000	279.63353659999996
g11_9	direct_eigen	-0.04137734605203036
g11_9	dp/10	-218.32929999999993
g11_9	dp/100	-14.130980266821382
g11_9	dp/1000	278.39233800000005
g12_0	direct_eigen	0.00012200361032910223
g12_0	dp/10	-499.99249999999995
g12_0	dp/100	-499.99249999999995
g12_0	dp/1000	0.007500000000050022
g12_1	direct_eigen	0.00022200360689339504
g12_1	dp/10	-499.99240000000003
g12_1	dp/100	-499.99240000000003
g12_1	dp/1000	0.007599999999968077
g12_2	direct_eigen	-0.0001779963922672323
g12_2	dp/10	-499.99280000000005
g12_2	dp/100	-499.99280000000005
g12_2	dp/1000	0.007199999999954798
g12_3	direct_eigen	0.0007220036108037675
g12_3	dp/10	-499.9919
g12_3	dp/100	-499.9919
g12_3	dp/1000	0.008100000000013097
g12_4	direct_eigen	0.00012200360976066804
g12_4	dp/10	-499.99249999999995
g12_4	dp/100	-499.99249999999995
g12_4	dp/1000	0.007500000000050022
g12_5	direct_eigen	0.00032200360971046393
g12_5	dp/10	-499.9923
g12_5	dp/100	-499.9923
g12_5	dp/1000	0.007699999999999818
g12_6	direct_eigen	-0.001377996390374392
g12_6	dp/10	-499.994
g12_6	dp/100	-499.994
g12_6	dp/1000	0.005999999999971806
g12_7	direct_eigen	-7.799639223549093e-05
g12_7	dp/10	-499.9927
g12_7	dp/100	-499.9927
g12_7	dp/1000	0.0072999999999865395
g12_8	direct_eigen	2.2003607284659665e-05
g12_8	dp/10	-499.9926
g12_8	dp/100	-499.9926
g12_8	dp/1000	0.007400000000018281
g12_9	direct_eigen	0.00032200360942624684
g12_9	dp/10	-499.9923
g12_9	dp/100	-499.9923
g12_9	dp/1000	0.007699999999999818
g13_0	direct_eigen	0.000820416884177888
g13_0	dp/10	-0.2232052543796632
g13_0	dp/100	-2.468100737791457
g13_0	dp/1000	15.641958090103326
g13_1	direct_eigen	0.006320631615939654
g13_1	dp/10	-0.21770550915224707
g13_1	dp/100	-2.4626007377914574
g13_1	dp/1000	15.664462729617238
g13_2	direct_eigen	-0.002479368384088687
g13_2	dp/10	-0.22650505470864868
g13_2	dp/100	-2.4714007377914573
g13_2	dp/1000	15.486862051716182
g13_3	direct_eigen	-0.048190403207996724
g13_3	dp/10	-0.2722062318680525
g13_3	dp/100	-2.5171007377914574
g13_3	dp/1000	15.508351473700001
g13_4	direct_eigen	0.01092063161594048
g13_4	dp/10	-0.21310495585135847
g13_4	dp/100	-2.4580007377914566
g13_4	dp/1000	15.433517287078631
g13_5	direct_eigen	-0.034479368384356945
g13_5	dp/10	-0.25850648374142793
g13_5	dp/100	-2.5034007377914564
g13_5	dp/1000	15.454862051716184
g13_6	direct_eigen	0.006720570863027575
g13_6	dp/10	-0.21730543092521337
g13_6	dp/100	-2.4622007377914557
g13_6	dp/1000	15.580118874701284
g13_7	direct_eigen	0.010020631615931919
g13_7	dp/10	-0.21400679499088238
g13_7	dp/100	-2.4589007377914562
g13_7	dp/1000	15.600310363016806
g13_8	direct_eigen	0.020420628759884707
g13_8	dp/10	-0.2036059643689372
g13_8	dp/100	-2.4485007377914556
g13_8	dp/1000	15.593818874701284
g13_9	direct_eigen	0.02041501420635683
g13_9	dp/10	-0.20360653745990653
g13_9	dp/100	-2.4485007377914556
g13_9	dp/1000	15.459663675443132
g14_0	direct_eigen	0.0873852730844007
g14_0	dp/10	-2.1108704723023166
g14_0	dp/100	-24.035100429683144
g14_0	dp/1000	156.0510364106142
g14_1	direct_eigen	0.010885274084991181
g14_1	dp/10	-2.1873730116407515
g14_1	dp/100	-24.111600429683147
g14_1	dp/1000	155.9745364106142
g14_2	direct_eigen	0.020351881535660254
g14_2	dp/10	-2.1778730646824798
g14_2	dp/100	-24.10210042968316
g14_2	dp/1000	155.4805533599641
g14_3	direct_eigen	-0.029452240728844004
g14_3	dp/10	-2.2276718381912417
g14_3	dp/100	-24.151900429683142
g14_3	dp/1000	154.92973164048541
g14_4	direct_eigen	-0.004514725912507345
g14_4	dp/10	-2.2027720754862727
g14_4	dp/100	-24.12700042968316
g14_4	dp/1000	155.28837128653012
g14_5	direct_eigen	0.034485243147251765
g14_5	dp/10	-2.1637714595105493
g14_5	dp/100	-24.088000429683174
g14_5	dp/1000	155.49465335996408
g14_6	direct_eigen	-0.006214725911313224
g14_6	dp/10	-2.2044705910725426
g14_6	dp/100	-24.128700429683168
g14_6	dp/1000	156.9718766986702
g14_7	direct_eigen	0.10228527408460053
g14_7	dp/10	-2.095968423007143
g14_7	dp/100	-24.02020042968314
g14_7	dp/1000	155.0614316404854
g14_8	direct_eigen	0.08526122042069062
g14_8	dp/10	-2.112973724039257
g14_8	dp/100	-24.03720042968317
g14_8	dp/1000	153.8848774913218
g14_9	direct_eigen	-0.021119187596433164
g14_9	dp/10	-2.2182731846640706
g14_9	dp/100	-24.14250042968315
g14_9	dp/1000	155.4401533599641
g15_0	direct_eigen	-0.09723211733125936
g15_0	dp/10	-407.66509999999977
g15_0	dp/100	-157.6651010225159
g15_0	dp/1000	92.33490000000023
g15_1	direct_eigen	-0.03203216792172725
g15_1	dp/10	-407.59989999999993
g15_1	dp/100	-157.59990102251606
g15_1	dp/1000	92.40010000000007
g15_2	direct_eigen	0.010967882650447791
g15_2	dp/10	-407.5569
g15_2	dp/100	-157.55690102251612
g15_2	dp/1000	92.44310000000002
g15_3	direct_eigen	-0.18293212963453698
g15_3	dp/10	-407.7508000000001
g15_3	dp/100	-157.7508010225162
g15_3	dp/1000	92.14921999999996
g15_4	direct_eigen	-0.22946794187527075
g15_4	dp/10	-407.6714
g15_4	dp/100	-157.67140102251614
g15_4	dp/1000	92.3286
g15_5	direct_eigen	0.06506788267768115
g15_5	dp/10	-407.5028000000001
g15_5	dp/100	-157.50280102251622
g15_5	dp/1000	92.4971999999999
g15_6	direct_eigen	-0.16373211735168525
g15_6	dp/10	-407.7315999999999
g15_6	dp/100	-157.73160102251603
g15_6	dp/1000	92.2684000000001
g15_7	direct_eigen	0.030691832003697073
g15_7	dp/10	-407.50949999999995
g15_7	dp/100	-157.50950102251608
g15_7	dp/1000	92.49050000000005
g15_8	direct_eigen	-0.03353211731723604
g15_8	dp/10	-407.6013999999999
g15_8	dp/100	-157.60140102251603
g15_8	dp/1000	92.3986000000001
g15_9	direct_eigen	0.03296788268238515
g15_9	dp/10	-407.5349000000001
g15_9	dp/100	-157.53490102251624
g15_9	dp/1000	92.4650999999999
g16_0	direct_eigen	0.032131318146572774
g16_0	dp/10	0.012344493235028065
g16_0	dp/100	-0.2130569830417608
g16_0	dp/1000	-0.672816099991981
g16_1	direct_eigen	0.014295764581030213
g16_1	dp/10	-0.00535625522747285
g16_1	dp/100	-0.2307580135987921
g16_1	dp/1000	-0.6787675999917471
g16_2	direct_eigen	-0.02606933961123925
g16_2	dp/10	-0.044606230084307086
g16_2	dp/100	-0.26965729219365553
g16_2	dp/1000	-0.7254160999919805
g16_3	direct_eigen	0.012325427684190426
g16_3	dp/10	-0.006252244230298132
g16_3	dp/100	-0.23165533440667296
g16_3	dp/1000	-0.6863986999918819
g16_4	direct_eigen	-0.0035302925471003554
g16_4	dp/10	-0.02285630252508275
g16_4	dp/100	-0.24825640597435727
g16_4	dp/1000	-0.6962675999917463
g16_5	direct_eigen	-0.03281699523697368
g16_5	dp/10	-0.051855820083333004
g16_5	dp/100	-0.2772560703847824
g16_5	dp/1000	-0.7319986999918817
g16_6	direct_eigen	0.013705051185115114
g16_6	dp/10	-0.005507910317792408
g16_6	dp/100	-0.23045888035420692
g16_6	dp/1000	-0.6790192999918485
g16_7	direct_eigen	0.0027268230624875045
g16_7	dp/10	-0.015553510235933654
g16_7	dp/100	-0.2409563528208727
g16_7	dp/1000	-0.6973729999919147
g16_8	direct_eigen	0.042488552702334204
g16_8	dp/10	0.023851109037915208
g16_8	dp/100	-0.2013502647202401
g16_8	dp/1000	-0.6557729999919149
g16_9	direct_eigen	-0.008417347948765475
g16_9	dp/10	-0.02705366804491538
g16_9	dp/100	-0.2524535709783362
g16_9	dp/1000	-0.703839499991814
g17_0	direct_eigen	-0.01625873665800981
g17_0	dp/10	-0.21422778076889415
g17_0	dp/100	-2.462683608765442
g17_0	dp/1000	-6.874041909896672
g17_1	direct_eigen	0.03440775007080177
g17_1	dp/10	-0.16162842968450164
g17_1	dp/100	-2.4100885564292263
g17_1	dp/1000	-7.188583828080869
g17_2	direct_eigen	-0.04059062575770156
g17_2	dp/10	-0.23213096566975722
g17_2	dp/100	-2.480589392994851
g17_2	dp/1000	-6.959681125298708
g17_3	direct_eigen	0.0015315096451367083
g17_3	dp/10	-0.19302908053149181
g17_3	dp/100	-2.441486836451279
g17_3	dp/1000	-6.954285804862632
g17_4	direct_eigen	-0.0651870418925391
g17_4	dp/10	-0.24608782251194583
g17_4	dp/100	-2.493166662544823
g17_4	dp/1000	-7.023895437925017
g17_5	direct_eigen	0.002841237850077505
g17_5	dp/10	-0.18863398833917344
g17_5	dp/100	-2.437093215146735
g17_5	dp/1000	-7.083601237020545
g17_6	direct_eigen	-0.02521096455922134
g17_6	dp/10	-0.21734052026923933
g17_6	dp/100	-2.465795341557701
g17_6	dp/1000	-7.045661147583939
g17_7	direct_eigen	-0.024724938983126776
g17_7	dp/10	-0.21243855885117213
g17_7	dp/100	-2.460969236072799
g17_7	dp/1000	-6.872541909896679
g17_8	direct_eigen	-0.04388381289264842
g17_8	dp/10	-0.2384273809663462
g17_8	dp/100	-2.4868824186564
g17_8	dp/1000	-6.965981125298711
g17_9	direct_eigen	-0.03312613595752012
g17_9	dp/10	-0.2316285761221728
g17_9	dp/100	-2.4800868900717212
g17_9	dp/1000	-6.925370921133567
g18_0	direct_eigen	-0.1493897418445158
g18_0	dp/10	-2.1699929394497417
g18_0	dp/100	-23.610364546213447
g18_0	dp/1000	-69.64046835951456
g18_1	direct_eigen	-0.050319552723522065
g18_1	dp/10	-1.9610494652945931
g18_1	dp/100	-23.41362515941077
g18_1	dp/1000	-66.90143139393561
g18_2	direct_eigen	0.3907162759725793
g18_2	dp/10	-1.6248475336663546
g18_2	dp/100	-23.072735237001325
g18_2	dp/1000	-70.09807423819575
g18_3	direct_eigen	-0.009520594922150849
g18_3	dp/10	-2.0364125485179443
g18_3	dp/100	-23.476072277476334
g18_3	dp/1000	-70.64092250867824
g18_4	direct_eigen	-0.10582060225334544
