label	method	kl
g03_9	dp/100	0.819660833299389
g03_9	dp/1000	0.819660833299389
g04_0	direct_eigen	0.0002790257337498862
g04_0	dp/10	0.001125536856894067
g04_0	dp/100	0.10040528902938248
g04_0	dp/1000	1.2743416795952338
g04_1	direct_eigen	0.00023349377341133542
g04_1	dp/10	0.000793949815380723
g04_1	dp/100	0.09599731271811113
g04_1	dp/1000	1.248283253823546
g04_2	direct_eigen	5.7536856005112116e-05
g04_2	dp/10	0.0008217870124369956
g04_2	dp/100	0.09880202727464393
g04_2	dp/1000	1.2321449911469402
g04_3	direct_eigen	9.49703753278099e-05
g04_3	dp/10	0.00046456256974233227
g04_3	dp/100	0.09168679311321602
g04_3	dp/1000	1.2953418411520938
g04_4	direct_eigen	0.000804567141017246
g04_4	dp/10	0.001052633764773738
g04_4	dp/100	0.09208053356846022
g04_4	dp/1000	1.2722690194026962
g04_5	direct_eigen	0.00028144669809417814
g04_5	dp/10	0.0008742902116214862
g04_5	dp/100	0.09645044363022322
g04_5	dp/1000	1.268643348366022
g04_6	direct_eigen	0.001347782355095426
g04_6	dp/10	0.0014284264647869884
g04_6	dp/100	0.09505638764098764
g04_6	dp/1000	1.2549334336584057
g04_7	direct_eigen	0.00016002594734172219
g04_7	dp/10	0.0009648875658870202
g04_7	dp/100	0.09868475783617296
g04_7	dp/1000	1.2435863184860265
g04_8	direct_eigen	0.0002730364662903757
g04_8	dp/10	0.000711714786152522
g04_8	dp/100	0.09511844183153195
g04_8	dp/1000	1.287024931632776
g04_9	direct_eigen	0.00028091069886080434
g04_9	dp/10	0.0004039026937467444
g04_9	dp/100	0.08993741292129181
g04_9	dp/1000	1.2691154110090928
g05_0	direct_eigen	0.0008997070852100829
g05_0	dp/10	0.004776092705047193
g05_0	dp/100	0.9533288831265927
g05_0	dp/1000	314.41920569660255
g05_1	direct_eigen	0.0004390658677947215
g05_1	dp/10	0.005204207162075597
g05_1	dp/100	0.962800683019557
g05_1	dp/1000	316.8718459307697
g05_2	direct_eigen	0.0007551576771773341
g05_2	dp/10	0.005490876500926664
g05_2	dp/100	0.9612376791564526
g05_2	dp/1000	315.5676182179286
g05_3	direct_eigen	0.0007887454810313596
g05_3	dp/10	0.008179499770390503
g05_3	dp/100	0.9998389274687847
g05_3	dp/1000	308.07116480303824
g05_4	direct_eigen	0.0007345879352948298
g05_4	dp/10	0.005332481191817761
g05_4	dp/100	0.9625197113639796
g05_4	dp/1000	313.94107268440024
g05_5	direct_eigen	0.0007195451920799666
g05_5	dp/10	0.007190067016058641
g05_5	dp/100	0.9875397980103591
g05_5	dp/1000	308.9084998225869
g05_6	direct_eigen	0.0007164019018600195
g05_6	dp/10	0.007873691380524388
g05_6	dp/100	0.9941468834981141
g05_6	dp/1000	312.9654409452397
g05_7	direct_eigen	0.0008885326287686111
g05_7	dp/10	0.007297793116716182
g05_7	dp/100	0.9840995239005332
g05_7	dp/1000	314.88690600215705
g05_8	direct_eigen	0.0005210868092576316
g05_8	dp/10	0.006747562990196275
g05_8	dp/100	0.9840991192382166
g05_8	dp/1000	309.85432292280683
g05_9	direct_eigen	0.0002940150892607097
g05_9	dp/10	0.00569232978831527
g05_9	dp/100	0.9701462100298605
g05_9	dp/1000	315.34193000064624
g06_0	direct_eigen	0.001239323634760002
g06_0	dp/10	0.12186855161462762
g06_0	dp/100	10.826618747620163
g06_0	dp/1000	688.3655564433034
g06_1	direct_eigen	0.00094860151006207
g06_1	dp/10	0.11760997071721607
g06_1	dp/100	10.794761472346831
g06_1	dp/1000	688.2681594559247
g06_2	direct_eigen	0.0009811426907586048
g06_2	dp/10	0.12194736592257123
g06_2	dp/100	10.828936891509155
g06_2	dp/1000	688.3578384580068
g06_3	direct_eigen	0.001162422701448311
g06_3	dp/10	0.1158682684156394
g06_3	dp/100	10.783250720751523
g06_3	dp/1000	688.0838225618176
g06_4	direct_eigen	0.0013730426113952796
g06_4	dp/10	0.10748433281726573
g06_4	dp/100	10.699192518463878
g06_4	dp/1000	688.1631755501173
g06_5	direct_eigen	0.0008751147696963243
g06_5	dp/10	0.12068653116630329
g06_5	dp/100	10.818706153074263
g06_5	dp/1000	688.3565532965594
g06_6	direct_eigen	0.001709122235530237
g06_6	dp/10	0.10838584958459528
g06_6	dp/100	10.705549413156838
g06_6	dp/1000	688.3551579059413
g06_7	direct_eigen	0.0012345152683815315
g06_7	dp/10	0.11327216369846992
g06_7	dp/100	10.751022156343243
g06_7	dp/1000	688.3388783729346
g06_8	direct_eigen	0.0007264473472964843
g06_8	dp/10	0.11608805513578355
g06_8	dp/100	10.779967268261382
g06_8	dp/1000	688.3546761234053
g06_9	direct_eigen	0.0007047534963256927
g06_9	dp/10	0.11381127789039688
g06_9	dp/100	10.760285540293285
g06_9	dp/1000	688.349877514257
g07_0	direct_eigen	0.002130338013814387
g07_0	dp/10	0.00025951960701933946
g07_0	dp/100	0.001799586549252597
g07_0	dp/1000	0.002867359108314436
g07_1	direct_eigen	0.002169943372977101
g07_1	dp/10	0.00012993041076206596
g07_1	dp/100	0.001081828992928954
g07_1	dp/1000	0.004292439831657987
g07_2	direct_eigen	0.002567341608602212
g07_2	dp/10	0.00019112119888837678
g07_2	dp/100	0.000626000576030618
g07_2	dp/1000	0.0008822162389003868
g07_3	direct_eigen	0.0034972588604560485
g07_3	dp/10	0.0004927480183349223
g07_3	dp/100	0.0027289165462370682
g07_3	dp/1000	0.0032524822507317324
g07_4	direct_eigen	0.003088634433579575
g07_4	dp/10	0.00020368483663529586
g07_4	dp/100	0.0010162901860864477
g07_4	dp/1000	0.0014119893062383966
g07_5	direct_eigen	0.0018959135171927066
g07_5	dp/10	2.907989638779789e-05
g07_5	dp/100	0.0012623981226007248
g07_5	dp/1000	0.00255939128124609
g07_6	direct_eigen	0.0017674992924430466
g07_6	dp/10	9.557117732266236e-05
g07_6	dp/100	0.001257437587392902
g07_6	dp/1000	0.005129034286078681
g07_7	direct_eigen	0.003077825605797828
g07_7	dp/10	0.0003736110167205872
g07_7	dp/100	0.0022303813843248125
g07_7	dp/1000	0.0030568624314162448
g07_8	direct_eigen	0.0012160378786320672
g07_8	dp/10	0.00039481696640293444
g07_8	dp/100	0.0017746968730031646
g07_8	dp/1000	0.003108050165362398
g07_9	direct_eigen	0.003292265247110308
g07_9	dp/10	0.0002646340875592392
g07_9	dp/100	0.0006834187022619469
g07_9	dp/1000	0.0021022679098024167
g08_0	direct_eigen	0.003294013485839229
g08_0	dp/10	0.0007960720663299458
g08_0	dp/100	0.015818622357701213
g08_0	dp/1000	0.01875840029036285
g08_1	direct_eigen	0.0032397430194475393
g08_1	dp/10	0.0004989057036243898
g08_1	dp/100	0.014532350410261265
g08_1	dp/1000	0.014930528378486978
g08_2	direct_eigen	0.0025259007920147435
g08_2	dp/10	0.0004591326586061696
g08_2	dp/100	0.012439518079484386
g08_2	dp/1000	0.013081428894254307
g08_3	direct_eigen	0.004345482573197793
g08_3	dp/10	0.0012592774511645795
g08_3	dp/100	0.01648629749965203
g08_3	dp/1000	0.017061036735691783
g08_4	direct_eigen	0.0016348349472239455
g08_4	dp/10	0.0006405183575776787
g08_4	dp/100	0.012791290535045092
g08_4	dp/1000	0.019539180056153183
g08_5	direct_eigen	0.001337705621012508
g08_5	dp/10	0.0004983506037643345
g08_5	dp/100	0.012505681771333814
g08_5	dp/1000	0.00945754544166058
g08_6	direct_eigen	0.0032479522398972897
g08_6	dp/10	0.0012957696408884614
g08_6	dp/100	0.016551872026346615
g08_6	dp/1000	0.02346379226249973
g08_7	direct_eigen	0.0020248020885581964
g08_7	dp/10	0.0009213900979540323
g08_7	dp/100	0.015901014232516913
g08_7	dp/1000	0.016589008473017103
g08_8	direct_eigen	0.003439063738747707
g08_8	dp/10	0.0008567397763654213
g08_8	dp/100	0.014125179505943917
g08_8	dp/1000	0.016064253590269598
g08_9	direct_eigen	0.002905027078468466
g08_9	dp/10	0.00046273262489394544
g08_9	dp/100	0.011622842328466313
g08_9	dp/1000	0.014765510682565638
g09_0	direct_eigen	0.0014388933893710672
g09_0	dp/10	0.003733358599147903
g09_0	dp/100	0.23301556254280195
g09_0	dp/1000	0.29191292813436404
g09_1	direct_eigen	0.002360371167161022
g09_1	dp/10	0.0037631567752172317
g09_1	dp/100	0.23287259542814634
g09_1	dp/1000	0.3012972475073582
g09_2	direct_eigen	0.0022142285903718017
g09_2	dp/10	0.003984240848295009
g09_2	dp/100	0.24207313441568465
g09_2	dp/1000	0.24756133280075002
g09_3	direct_eigen	0.0031333616348346444
g09_3	dp/10	0.004385712088890677
g09_3	dp/100	0.22897795316632957
g09_3	dp/1000	0.2516449646587991
g09_4	direct_eigen	0.002542634976675218
g09_4	dp/10	0.003647430699754368
g09_4	dp/100	0.22761100089858596
g09_4	dp/1000	0.26136253866996745
g09_5	direct_eigen	0.0029177583272618868
g09_5	dp/10	0.0034319506125835265
g09_5	dp/100	0.22838255229803353
g09_5	dp/1000	0.2379547993343188
g09_6	direct_eigen	0.010048162106159522
g09_6	dp/10	0.0012835085311071024
g09_6	dp/100	0.14932776325513947
g09_6	dp/1000	0.23649082685378195
g09_7	direct_eigen	0.001787746401581623
g09_7	dp/10	0.002764170382941144
g09_7	dp/100	0.22443015555844756
g09_7	dp/1000	0.23114531559091597
g09_8	direct_eigen	0.001555013835114181
g09_8	dp/10	0.004155708581860649
g09_8	dp/100	0.23567912103664398
g09_8	dp/1000	0.34021616671336413
g09_9	direct_eigen	0.0016912378599734455
g09_9	dp/10	0.0026301835795499986
g09_9	dp/100	0.21581019484746003
g09_9	dp/1000	0.22948787709521906
g10_0	direct_eigen	0.002435614048749008
g10_0	dp/10	0.11105812769486738
g10_0	dp/100	0.10828020592622097
g10_0	dp/1000	687.7694959281679
g10_1	direct_eigen	0.001952186722786473
g10_1	dp/10	0.10584866516834164
g10_1	dp/100	0.0980734005361505
g10_1	dp/1000	687.7685775274168
g10_2	direct_eigen	0.003030397336779976
g10_2	dp/10	0.11006429441837955
g10_2	dp/100	0.10494230291145425
g10_2	dp/1000	687.7807954176607
g10_3	direct_eigen	0.002871954740285477
g10_3	dp/10	0.10750977795921188
g10_3	dp/100	0.09924288959162585
g10_3	dp/1000	687.7749880653723
g10_4	direct_eigen	0.003292502641167283
g10_4	dp/10	0.11521895535089227
g10_4	dp/100	0.10667269833394721
g10_4	dp/1000	687.767453563334
g10_5	direct_eigen	0.002068849931394233
g10_5	dp/10	0.1047007653810734
g10_5	dp/100	0.0978782168709178
g10_5	dp/1000	687.7701997340794
g10_6	direct_eigen	0.0019553208568702254
g10_6	dp/10	0.10765921448188288
g10_6	dp/100	0.09776274161880986
g10_6	dp/1000	687.7676202532248
g10_7	direct_eigen	0.0024373423925596817
g10_7	dp/10	0.10907969204502653
g10_7	dp/100	0.10212111517772209
g10_7	dp/1000	687.7712561919034
g10_8	direct_eigen	0.0024714280838435457
g10_8	dp/10	0.11115661298982016
g10_8	dp/100	0.10553987846076643
g10_8	dp/1000	687.7685649759654
g10_9	direct_eigen	0.002468501094928639
g10_9	dp/10	0.10794216770761182
g10_9	dp/100	0.09965444717064806
g10_9	dp/1000	687.7677693449125
g11_0	direct_eigen	0.003949008952950412
g11_0	dp/10	686.9535945215376
g11_0	dp/100	0.8561394386203378
g11_0	dp/1000	686.9535945215376
g11_1	direct_eigen	0.004541189469342024
g11_1	dp/10	686.9863021810296
g11_1	dp/100	0.835069829640291
g11_1	dp/1000	686.9863021810296
g11_2	direct_eigen	0.00495195564310206
g11_2	dp/10	686.9725994642265
g11_2	dp/100	0.8377574182330869
g11_2	dp/1000	686.9725994642265
g11_3	direct_eigen	0.005421734653952681
g11_3	dp/10	686.9813665224588
g11_3	dp/100	0.8539079714106427
g11_3	dp/1000	686.9813665224588
g11_4	direct_eigen	0.005417212124059105
g11_4	dp/10	686.9801896079744
g11_4	dp/100	0.8436844446917676
g11_4	dp/1000	686.9801896079744
g11_5	direct_eigen	0.004006529074158998
g11_5	dp/10	686.9703438687801
g11_5	dp/100	0.7695151426911406
g11_5	dp/1000	686.9703438687801
g11_6	direct_eigen	0.005414444643353896
g11_6	dp/10	686.9791015889739
g11_6	dp/100	0.7806898989102662
g11_6	dp/1000	686.9791015889739
g11_7	direct_eigen	0.005653887962411916
g11_7	dp/10	686.983109601059
g11_7	dp/100	0.9153248645327394
g11_7	dp/1000	686.983109601059
g11_8	direct_eigen	0.0063200975438145015
g11_8	dp/10	686.9880491665571
g11_8	dp/100	0.7644637257224954
g11_8	dp/1000	686.9880491665571
g11_9	direct_eigen	0.00503665041464788
g11_9	dp/10	686.9761586157553
g11_9	dp/100	0.8607824233808228
g11_9	dp/1000	686.9761586157553
g12_0	direct_eigen	2.9142569003406444e-05
g12_0	dp/10	690.7313597018527
g12_0	dp/100	690.7313597018527
g12_0	dp/1000	5.136648262875634
g12_1	direct_eigen	3.22029470845339e-05
g12_1	dp/10	690.7308718382147
g12_1	dp/100	690.7308718382147
g12_1	dp/1000	5.205237952027575
g12_2	direct_eigen	2.8095428053092735e-05
g12_2	dp/10	690.7328314260253
g12_2	dp/100	690.7328314260253
g12_2	dp/1000	4.930887328678735
g12_3	direct_eigen	6.705718199560579e-05
g12_3	dp/10	690.7284520732875
g12_3	dp/100	690.7284520732875
g12_3	dp/1000	5.5482059510493436
g12_4	direct_eigen	2.9142980598998363e-05
g12_4	dp/10	690.7313597018527
g12_4	dp/100	690.7313597018527
g12_4	dp/1000	5.136648262875634
g12_5	direct_eigen	3.658910030542462e-05
g12_5	dp/10	690.7303853004807
g12_5	dp/100	690.7303853004807
g12_5	dp/1000	5.273828967083465
g12_6	direct_eigen	0.00015554272948966165
g12_6	dp/10	690.7388499594636
g12_6	dp/100	690.7388499594636
g12_6	dp/1000	4.107975228639152
g12_7	direct_eigen	0.0002403329743918021
g12_7	dp/10	690.732413710755
g12_7	dp/100	690.732413710755
g12_7	dp/1000	4.86139206061862
g12_8	direct_eigen	2.7425925540446058e-05
g12_8	dp/10	690.7318489089391
g12_8	dp/100	690.7318489089391
g12_8	dp/1000	5.068059917172179
g12_9	direct_eigen	3.658896627743008e-05
g12_9	dp/10	690.7303853004807
g12_9	dp/100	690.7303853004807
g12_9	dp/1000	5.273828967083465
g13_0	direct_eigen	0.005175073829985216
g13_0	dp/10	0.006040900144145388
g13_0	dp/100	1.015657159465552
g13_0	dp/1000	305.41862837621295
g13_1	direct_eigen	0.004400948516020509
g13_1	dp/10	0.006099012227475706
g13_1	dp/100	1.012093740047518
g13_1	dp/1000	307.79253881479417
g13_2	direct_eigen	0.0044074503626397345
g13_2	dp/10	0.0068160311600341346
g13_2	dp/100	1.0189824781456303
g13_2	dp/1000	305.3121424739579
g13_3	direct_eigen	0.00665133375932281
g13_3	dp/10	0.009147595380498363
g13_3	dp/100	1.052644032465049
g13_3	dp/1000	301.17469674005747
g13_4	direct_eigen	0.004300683608071748
g13_4	dp/10	0.0054342453983819575
g13_4	dp/100	1.0082709683156723
g13_4	dp/1000	309.5906841876649
g13_5	direct_eigen	0.006599566367517545
g13_5	dp/10	0.008365880687910393
g13_5	dp/100	1.0423644120703703
g13_5	dp/1000	304.17599862736313
g13_6	direct_eigen	0.004260362284027073
g13_6	dp/10	0.006256439371639001
g13_6	dp/100	1.0120457779508247
g13_6	dp/1000	307.827451711519
g13_7	direct_eigen	0.004746976939583166
g13_7	dp/10	0.0054501385898884334
g13_7	dp/100	1.0088567757469635
g13_7	dp/1000	307.6328607382071
g13_8	direct_eigen	0.002888224146382538
g13_8	dp/10	0.005697568471641903
g13_8	dp/100	1.0023722317900972
g13_8	dp/1000	314.7209984197684
g13_9	direct_eigen	0.004192356483764113
g13_9	dp/10	0.005246199115076402
g13_9	dp/100	1.0016902423070615
g13_9	dp/1000	312.50586485876244
g14_0	direct_eigen	0.00745045232378058
g14_0	dp/10	0.05818868873943409
g14_0	dp/100	10.26835624893635
g14_0	dp/1000	687.5132929081296
g14_1	direct_eigen	0.006318748775205973
g14_1	dp/10	0.06200357711770524
g14_1	dp/100	10.328040130453251
g14_1	dp/1000	687.5053012979173
g14_2	direct_eigen	0.007003871090602253
g14_2	dp/10	0.061515351590323446
g14_2	dp/100	10.320676827508297
g14_2	dp/1000	687.5086684087009
g14_3	direct_eigen	0.005556564613564034
g14_3	dp/10	0.06475661137908184
g14_3	dp/100	10.359679800860754
g14_3	dp/1000	687.5026748785201
g14_4	direct_eigen	0.0044581459198500305
g14_4	dp/10	0.06271874252637029
g14_4	dp/100	10.339747318615789
g14_4	dp/1000	687.4948113953674
g14_5	direct_eigen	0.00543396681037756
g14_5	dp/10	0.05997392699486038
g14_5	dp/100	10.31002014259967
g14_5	dp/1000	687.4892829082767
g14_6	direct_eigen	0.007031885696829203
g14_6	dp/10	0.06344883531738935
g14_6	dp/100	10.341576800579505
g14_6	dp/1000	687.5118403606439
g14_7	direct_eigen	0.005612059955601827
g14_7	dp/10	0.05664545825204627
g14_7	dp/100	10.256733382611824
g14_7	dp/1000	687.4966247556716
g14_8	direct_eigen	0.007408035006313861
g14_8	dp/10	0.058451019342190776
g14_8	dp/100	10.270084763247961
g14_8	dp/1000	687.5123246761073
g14_9	direct_eigen	0.0074217916288228354
g14_9	dp/10	0.06508720845332132
g14_9	dp/100	10.353097875459756
g14_9	dp/1000	687.5116928773587
g15_0	direct_eigen	0.0059050753265650485
g15_0	dp/10	687.2284512216603
g15_0	dp/100	112.60156929933036
g15_0	dp/1000	687.2284512216603
g15_1	direct_eigen	0.0047548424102572895
g15_1	dp/10	687.2373340894821
g15_1	dp/100	112.49905233655709
g15_1	dp/1000	687.2373340894821
g15_2	direct_eigen	0.005211788944394494
g15_2	dp/10	687.2338294755647
g15_2	dp/100	112.43291607328653
g15_2	dp/1000	687.2338294755647
g15_3	direct_eigen	0.004228443587584433
g15_3	dp/10	687.216235835528
g15_3	dp/100	112.73332120338658
g15_3	dp/1000	687.216235835528
g15_4	direct_eigen	0.004965855204281275
g15_4	dp/10	687.2267985186808
g15_4	dp/100	112.61026342166781
g15_4	dp/1000	687.2267985186808
g15_5	direct_eigen	0.004998514197275021
g15_5	dp/10	687.2208039331231
g15_5	dp/100	112.34925071545408
g15_5	dp/1000	687.2208039331231
g15_6	direct_eigen	0.003909193384213375
g15_6	dp/10	687.2187203011534
g15_6	dp/100	112.70314701234294
g15_6	dp/1000	687.2187203011534
g15_7	direct_eigen	0.004392551403311086
g15_7	dp/10	687.2206797815392
g15_7	dp/100	112.35915823410349
g15_7	dp/1000	687.2206797815392
g15_8	direct_eigen	0.002703185868698709
g15_8	dp/10	687.2068687958722
g15_8	dp/100	112.5004735550165
g15_8	dp/1000	687.2068687958722
g15_9	direct_eigen	0.0032435836262299116
g15_9	dp/10	687.217712933916
g15_9	dp/100	112.39744496556033
g15_9	dp/1000	687.217712933916
g16_0	direct_eigen	0.1028917050246567
g16_0	dp/10	0.00046546917189014414
g16_0	dp/100	0.010389162099603751
g16_0	dp/1000	36.1584790760227
g16_1	direct_eigen	0.11077339547178597
g16_1	dp/10	0.0006138037562635271
g16_1	dp/100	0.012089857202446395
g16_1	dp/1000	34.72629879217212
g16_2	direct_eigen	0.10711375643778165
g16_2	dp/10	0.0009601445577891026
g16_2	dp/100	0.015452578754086226
g16_2	dp/1000	37.2726494624631
g16_3	direct_eigen	0.11137752857428167
g16_3	dp/10	0.0007079498402044195
g16_3	dp/100	0.012143225386293657
g16_3	dp/1000	37.189424713101445
g16_4	direct_eigen	0.11078789737876239
g16_4	dp/10	0.0005342368954700228
g16_4	dp/100	0.01332352252165762
g16_4	dp/1000	35.68398929246818
g16_5	direct_eigen	0.11650768886995624
g16_5	dp/10	0.0009488112103379438
g16_5	dp/100	0.01739484279056203
g16_5	dp/1000	34.937882971490986
g16_6	direct_eigen	0.11256710466212672
g16_6	dp/10	0.0003025431063834255
g16_6	dp/100	0.011950958572619571
g16_6	dp/1000	32.93801564961575
g16_7	direct_eigen	0.1163153632440194
g16_7	dp/10	0.0005212544600219292
g16_7	dp/100	0.013238366376413745
g16_7	dp/1000	35.204848269351515
g16_8	direct_eigen	0.10867099612629252
g16_8	dp/10	0.0004978355096598195
g16_8	dp/100	0.009265099421406452
g16_8	dp/1000	33.06703611821067
g16_9	direct_eigen	0.11335548647635452
g16_9	dp/10	0.0008797635710955378
g16_9	dp/100	0.014832325123462588
g16_9	dp/1000	34.92883830571547
g17_0	direct_eigen	0.11497193646302117
g17_0	dp/10	0.002924604022325473
g17_0	dp/100	0.13593748509433987
g17_0	dp/1000	2.204612270799335
g17_1	direct_eigen	0.11105457995209056
g17_1	dp/10	0.002786551536022085
g17_1	dp/100	0.12563346507421572
g17_1	dp/1000	2.332523519535896
g17_2	direct_eigen	0.10168020616004368
g17_2	dp/10	0.002619343226128768
g17_2	dp/100	0.13262285174017235
g17_2	dp/1000	2.215367256161578
g17_3	direct_eigen	0.10163668678931165
g17_3	dp/10	0.0037212651630070303
g17_3	dp/100	0.12862835388419036
g17_3	dp/1000	2.210163796511792
g17_4	direct_eigen	0.1084257791615218
g17_4	dp/10	0.003371881693534558
g17_4	dp/100	0.13887917687914234
g17_4	dp/1000	2.235170450496621
g17_5	direct_eigen	0.09487130638946503
g17_5	dp/10	0.002476679341752711
g17_5	dp/100	0.12717370081473095
g17_5	dp/1000	2.28774534842983
g17_6	direct_eigen	0.11008905240262971
g17_6	dp/10	0.0028124425628562014
g17_6	dp/100	0.13480969920537014
g17_6	dp/1000	2.2398135179515393
g17_7	direct_eigen	0.10391273069830463
g17_7	dp/10	0.002801510081401452
g17_7	dp/100	0.13172545897335333
g17_7	dp/1000	2.1566634831111506
g17_8	direct_eigen	0.11024546816550854
g17_8	dp/10	0.002719318945015013
g17_8	dp/100	0.13972474188947367
g17_8	dp/1000	2.1875082813865485
g17_9	direct_eigen	0.10963226381083055
g17_9	dp/10	0.0036426741218811127
g17_9	dp/100	0.13643834342808447
g17_9	dp/1000	2.1705652730754266
g18_0	direct_eigen	0.04668152708626472
g18_0	dp/10	0.024331272771600937
g18_0	dp/100	2.357013505351432
g18_0	dp/1000	33.98518796422926
g18_1	direct_eigen	0.05387467086727762
g18_1	dp/10	0.02343062697340122
g18_1	dp/100	2.3568943595064122
g18_1	dp/1000	31.537320233456665
g18_2	direct_eigen	0.044974192010219675
g18_2	dp/10	0.017503825685185256
g18_2	dp/100	2.2520433557562685
g18_2	dp/1000	34.36532182818948
g18_3	direct_eigen	0.043033496389078774
g18_3	dp/10	0.021925201654829574
g18_3	dp/100	2.1995039539866337
g18_3	dp/1000	34.90491133724259
g18_4	direct_eigen	0.04784283877704261
g18_4	dp/10	0.021125602720015534
g18_4	dp/100	2.2911557535869793
g18_4	dp/1000	32.099919891342985
g18_5	direct_eigen	0.04794068270249678
g18_5	dp/10	0.01783037126209813
g18_5	dp/100	2.2558531056611884
g18_5	dp/1000	33.317377530252934
g18_6	direct_eigen	0.05085662946167131
g18_6	dp/10	0.025889839856639073
g18_6	dp/100	2.360922593485033
g18_6	dp/1000	31.31337035823539
g18_7	direct_eigen	0.04552186193917725
g18_7	dp/10	0.02591332138324579
g18_7	dp/100	2.294180687871893
