label	ref_count	ref_count_raw	ref_avg_int	ref_avg_gap	ref_coverage	query_count	query_count_raw	query_avg_int	query_avg_gap	query_coverage	overlaps_count
All-genes.all.exon!inclusive.gain	217527	839886	347.8419506544015	13883.32718546578	0.02444215140333879	3132	3132	35581.89846743295	952516.7270986275	0.035999392432818515	9697
Prot-cod.lex-smallest.trans!inclusive.gain	16754	18284	61194.596156141815	123570.46541330946	0.331188986302556	3132	3132	35581.89846743295	952516.7270986275	0.035999392432818515	1662
HI3.lex-smallest.intron!inclusive.gain	76940	77907	5150.834741356902	35083.66393730261	0.12801890257162235	3132	3132	35581.89846743295	952516.7270986275	0.035999392432818515	3205
embryonic-lethal.all.trans!inclusive.gain	395	1652	72807.51139240507	7744743.547979798	0.009290040004982276	3132	3132	35581.89846743295	952516.7270986275	0.035999392432818515	42
GI2.all.trans!inclusive.gain	4161	17094	65848.02931987503	677963.4219125421	0.08850846310339006	3132	3132	35581.89846743295	952516.7270986275	0.035999392432818515	298
All-genes.all.cds!inclusive.gain	17844	62670	53574.02011880744	119904.88075091063	0.30880957146706733	3132	3132	35581.89846743295	952516.7270986275	0.035999392432818515	1660
HI2.all.exon!inclusive.gain	49496	188404	343.51410214966864	62199.22092248015	0.005492359744620574	3132	3132	35581.89846743295	952516.7270986275	0.035999392432818515	1235
CGD-dom.all.cds!inclusive.gain	845	3530	81311.29349112426	3577977.9775413712	0.02219483294146283	3132	3132	35581.89846743295	952516.7270986275	0.035999392432818515	87
HPO-dom.all.intron!inclusive.gain	12190	59667	6668.1651353568495	247263.75842834878	0.026257559229172035	3132	3132	35581.89846743295	952516.7270986275	0.035999392432818515	536
ISCA-loss.all.trans!inclusive.gain	312	1516	130971.60576923077	9759790.003194889	0.013200064335385602	3132	3132	35581.89846743295	952516.7270986275	0.035999392432818515	45
Cancer-gain.all.trans!inclusive.gain	16	94	91689.125	182012375.6470588	0.00047389498476593854	3132	3132	35581.89846743295	952516.7270986275	0.035999392432818515	0
No-phen.all.trans!inclusive.gain	9840	36109	54336.99776422764	260237.91830098568	0.1727169814036166	3132	3132	35581.89846743295	952516.7270986275	0.035999392432818515	1051
Cancer-loss.all.trans!inclusive.gain	530	2523	91691.89245283019	5738381.74952919	0.0156982451761999	3132	3132	35581.89846743295	952516.7270986275	0.035999392432818515	71
Prot-cod.lex-smallest.cds!inclusive.gain	17395	18189	48956.85972980742	128999.3583007588	0.2750947407177709	3132	3132	35581.89846743295	952516.7270986275	0.035999392432818515	1521
Cancer-loss.lex-smallest.exon!inclusive.gain	6888	6904	337.02148664343787	449028.3071563362	0.000749885627940874	3132	3132	35581.89846743295	952516.7270986275	0.035999392432818515	284
phen.all.trans!inclusive.gain	8032	33139	78036.73655378487	307343.00311216235	0.20247299204055438	3132	3132	35581.89846743295	952516.7270986275	0.035999392432818515	811
CGD-rec.all.trans!inclusive.gain	1493	5548	69050.70997990623	2003068.7429718876	0.03330214886098087	3132	3132	35581.89846743295	952516.7270986275	0.035999392432818515	141
Essential.lex-smallest.trans!inclusive.gain	2664	2699	80806.74474474475	1080828.6093808631	0.06953863059682396	3132	3132	35581.89846743295	952516.7270986275	0.035999392432818515	252
GI3.all.exon!inclusive.gain	87298	302687	365.1633027102568	35095.46943263955	0.010297592984472118	3132	3132	35581.89846743295	952516.7270986275	0.035999392432818515	2909
CGD-rec.all.intron!inclusive.gain	18541	68651	5314.622350466534	161640.54573400927	0.03183096940851407	3132	3132	35581.89846743295	952516.7270986275	0.035999392432818515	650
ISCA-loss.lex-smallest.intron!inclusive.gain	3598	3619	10098.254030016677	850053.8744095583	0.011736855351645406	3132	3132	35581.89846743295	952516.7270986275	0.035999392432818515	191
HI2.all.intron!inclusive.gain	40753	174038	7104.82546070228	68855.43652156844	0.09353137083264024	3132	3132	35581.89846743295	952516.7270986275	0.035999392432818515	1174
ISCA-gain.lex-smallest.trans!inclusive.gain	30	30	133231.2	99731628.25806452	0.00129113452987911	3132	3132	35581.89846743295	952516.7270986275	0.035999392432818515	2
CGD-rec.lex-smallest.exon!inclusive.gain	18536	18699	287.77816141562363	166712.15169660677	0.0017231304461254376	3132	3132	35581.89846743295	952516.7270986275	0.035999392432818515	520
Decipher-gain.all.trans!inclusive.gain	13	58	64749.307692307695	221059690.7857143	0.00027190849948935186	3132	3132	35581.89846743295	952516.7270986275	0.035999392432818515	1
Essential.all.intron!inclusive.gain	37230	169287	6292.772387859253	76855.2414923048	0.07567969294599097	3132	3132	35581.89846743295	952516.7270986275	0.035999392432818515	1210
Essential.all.trans!inclusive.gain	2831	12071	85144.55704697987	1007991.9389124294	0.07786478011747046	3132	3132	35581.89846743295	952516.7270986275	0.035999392432818515	279
GI1.lex-smallest.cds!inclusive.gain	3336	3379	92848.74730215827	834861.8492658077	0.10005675003452201	3132	3132	35581.89846743295	952516.7270986275	0.035999392432818515	321
HI3.lex-smallest.cds!inclusive.gain	8820	8989	39741.2246031746	311207.3246797415	0.11322807720250924	3132	3132	35581.89846743295	952516.7270986275	0.035999392432818515	715
GI3.lex-smallest.exon!inclusive.gain	75342	76739	360.37305885163653	40727.42238827761	0.008770690025631134	3132	3132	35581.89846743295	952516.7270986275	0.035999392432818515	2450
HPO-dom.lex-smallest.cds!inclusive.gain	911	917	68389.71679473107	3326068.399122807	0.02012581535740456	3132	3132	35581.89846743295	952516.7270986275	0.035999392432818515	95
Curated-gain.all.trans!inclusive.gain	255	1147	121968.41960784314	11970997.91015625	0.010046895351381658	3132	3132	35581.89846743295	952516.7270986275	0.035999392432818515	53
Decipher-gain.lex-smallest.trans!inclusive.gain	12	12	66322.5	238067810.92307693	0.0002570907410813902	3132	3132	35581.89846743295	952516.7270986275	0.035999392432818515	0
Cancer-loss.lex-smallest.trans!inclusive.gain	493	495	83180.4888438134	6183541.358299595	0.013246852156183255	3132	3132	35581.89846743295	952516.7270986275	0.035999392432818515	62
GI3.lex-smallest.cds!inclusive.gain	8696	8905	36795.363270469184	319156.59802230657	0.10336105362905947	3132	3132	35581.89846743295	952516.7270986275	0.035999392432818515	593
Decipher-gain.lex-smallest.intron!inclusive.gain	85	85	8871.576470588236	35987480.55813953	0.00024359256461183235	3132	3132	35581.89846743295	952516.7270986275	0.035999392432818515	0
HI2.lex-smallest.cds!inclusive.gain	3560	3594	62579.90814606741	806765.7789946644	0.07196630764446073	3132	3132	35581.89846743295	952516.7270986275	0.035999392432818515	253
Curated-gain.all.intron!inclusive.gain	3047	14946	10713.897932392518	1004931.812664042	0.010545429208306669	3132	3132	35581.89846743295	952516.7270986275	0.035999392432818515	244
HI1.lex-smallest.exon!inclusive.gain	45308	45670	336.2801712721815	67987.40272352072	0.0049217602392739234	3132	3132	35581.89846743295	952516.7270986275	0.035999392432818515	1198
CGD-dom.all.exon!inclusive.gain	12996	57760	337.4526777469991	237846.57051627297	0.0014166640823103955	3132	3132	35581.89846743295	952516.7270986275	0.035999392432818515	415
OMIM.lex-smallest.cds!inclusive.gain	3083	3126	64299.83846902368	939507.4610894942	0.06403651789800895	3132	3132	35581.89846743295	952516.7270986275	0.035999392432818515	279
phen.lex-smallest.cds!inclusive.gain	7839	8018	60117.195305523666	334747.2854591837	0.15223120218315564	3132	3132	35581.89846743295	952516.7270986275	0.035999392432818515	678
Cancer-gain.lex-smallest.exon!inclusive.gain	149	149	510.496644295302	20637342.32	2.45710356334764e-05	3132	3132	35581.89846743295	952516.7270986275	0.035999392432818515	0
CGD-dom.lex-smallest.trans!inclusive.gain	802	806	83739.50872817956	3771504.764632628	0.021694471697750656	3132	3132	35581.89846743295	952516.7270986275	0.035999392432818515	86
HI1.lex-smallest.cds!inclusive.gain	3558	3590	67484.06239460371	802351.5363866255	0.07756244015259818	3132	3132	35581.89846743295	952516.7270986275	0.035999392432818515	278
Curated-loss.lex-smallest.intron!inclusive.gain	9812	9868	10073.279555646148	305394.7205747478	0.03192807448762688	3132	3132	35581.89846743295	952516.7270986275	0.035999392432818515	607
Cancer-loss.all.exon!inclusive.gain	8289	37311	351.11280009651347	373072.01905910735	0.0009401412397552488	3132	3132	35581.89846743295	952516.7270986275	0.035999392432818515	375
Decipher-gain.all.intron!inclusive.gain	85	401	9417.611764705882	35986940.87209302	0.00025858540586204984	3132	3132	35581.89846743295	952516.7270986275	0.035999392432818515	1
HI2.all.cds!inclusive.gain	3742	13052	67661.90593265633	759413.9887790543	0.08178851291757269	3132	3132	35581.89846743295	952516.7270986275	0.035999392432818515	286
Cancer-loss.all.cds!inclusive.gain	526	2346	78552.00760456274	5795747.734345351	0.013347112925860636	3132	3132	35581.89846743295	952516.7270986275	0.035999392432818515	62
HPO-rec.lex-smallest.cds!inclusive.gain	1198	1205	59453.25125208681	2522479.0800667224	0.023007886649915574	3132	3132	35581.89846743295	952516.7270986275	0.035999392432818515	98
ISCA-loss.all.exon!inclusive.gain	4748	22167	399.09962089300757	651459.7782691093	0.0006121196584161399	3132	3132	35581.89846743295	952516.7270986275	0.035999392432818515	240
Cancer-gain.all.exon!inclusive.gain	190	1440	492.7578947368421	16207244.963350786	3.024346129770449e-05	3132	3132	35581.89846743295	952516.7270986275	0.035999392432818515	0
Cancer-gain.all.cds!inclusive.gain	16	92	85611.8125	182018095.47058824	0.00044248441219688685	3132	3132	35581.89846743295	952516.7270986275	0.035999392432818515	0
Essential.all.cds!inclusive.gain	2835	11130	72599.51287477954	1018990.759167842	0.06648613263196172	3132	3132	35581.89846743295	952516.7270986275	0.035999392432818515	259
Prot-cod.all.cds!inclusive.gain	17750	62338	53750.882985915494	120646.68125739395	0.30819689716429666	3132	3132	35581.89846743295	952516.7270986275	0.035999392432818515	1639
OMIM.all.exon!inclusive.gain	48709	183883	313.99891190539734	63239.22888523917	0.004940622346731779	3132	3132	35581.89846743295	952516.7270986275	0.035999392432818515	1693
phen.all.cds!inclusive.gain	8157	30237	65660.73164153488	313812.5550379995	0.1730136951362683	3132	3132	35581.89846743295	952516.7270986275	0.035999392432818515	747
OMIM.lex-smallest.intron!inclusive.gain	38419	38844	5628.547073062808	74946.23274336284	0.0698532570486062	3132	3132	35581.89846743295	952516.7270986275	0.035999392432818515	1381
Paralogs.lex-smallest.intron!inclusive.gain	2275	2497	4044.7257142857143	1356096.5118629173	0.002972451510719619	3132	3132	35581.89846743295	952516.7270986275	0.035999392432818515	876
No-phen.lex-smallest.cds!inclusive.gain	9835	10182	40074.48368073208	274658.8923342822	0.12731706006323373	3132	3132	35581.89846743295	952516.7270986275	0.035999392432818515	882
GI1.all.trans!inclusive.gain	3468	16014	117257.50403690888	775159.5237820698	0.13136027107465292	3132	3132	35581.89846743295	952516.7270986275	0.035999392432818515	401
GI2.all.exon!inclusive.gain	46378	188715	372.65582819440255	66374.74676038725	0.005582956393648939	3132	3132	35581.89846743295	952516.7270986275	0.035999392432818515	942
Cancer-loss.lex-smallest.cds!inclusive.gain	490	491	69601.03673469387	6235382.696537678	0.011016815856780882	3132	3132	35581.89846743295	952516.7270986275	0.035999392432818515	54
HPO-dom.lex-smallest.exon!inclusive.gain	12196	12253	329.9443260085274	253476.5443141756	0.0012998773659042998	3132	3132	35581.89846743295	952516.7270986275	0.035999392432818515	504
GI3.all.trans!inclusive.gain	8739	31212	49763.31330815883	304438.88066361554	0.14048026881426234	3132	3132	35581.89846743295	952516.7270986275	0.035999392432818515	703
Essential.all.exon!inclusive.gain	44183	181374	328.5424484530249	69734.77777023357	0.004689116166862415	3132	3132	35581.89846743295	952516.7270986275	0.035999392432818515	1293
HPO-dom.all.trans!inclusive.gain	990	4338	83452.28888888888	3040423.4571140264	0.0266881057049881	3132	3132	35581.89846743295	952516.7270986275	0.035999392432818515	116
Non-cod.lex-smallest.exon!inclusive.gain	9339	9572	373.9196916158047	331069.09807280515	0.0011280361404788389	3132	3132	35581.89846743295	952516.7270986275	0.035999392432818515	1386
Curated-gain.lex-smallest.cds!inclusive.gain	232	233	113613.34051724138	13173043.420600858	0.008514548349845956	3132	3132	35581.89846743295	952516.7270986275	0.035999392432818515	41
Paralogs.all.cds!inclusive.gain	402	1225	22496.442786069652	7659141.047146402	0.0029213541323600935	3132	3132	35581.89846743295	952516.7270986275	0.035999392432818515	159
HPO-rec.all.cds!inclusive.gain	1285	4198	63057.92451361868	2344205.2713841368	0.026175024789695366	3132	3132	35581.89846743295	952516.7270986275	0.035999392432818515	113
ISCA-loss.all.intron!inclusive.gain	3906	20648	10694.826164874552	781649.1991297671	0.013494297189386864	3132	3132	35581.89846743295	952516.7270986275	0.035999392432818515	211
GI2.all.intron!inclusive.gain	36647	171603	7170.768084699976	77299.99656188604	0.08488841149318048	3132	3132	35581.89846743295	952516.7270986275	0.035999392432818515	900
Curated-gain.lex-smallest.intron!inclusive.gain	2854	2855	10085.90364400841	1074217.9485113835	0.00929850406519037	3132	3132	35581.89846743295	952516.7270986275	0.035999392432818515	212
Prot-cod.lex-smallest.intron!inclusive.gain	166974	172430	5830.0270341490295	12709.773786494985	0.3144587773346456	3132	3132	35581.89846743295	952516.7270986275	0.035999392432818515	7100
OMIM.all.cds!inclusive.gain	3281	12054	68941.7997561719	874308.1556977453	0.07306899747472784	3132	3132	35581.89846743295	952516.7270986275	0.035999392432818515	319
GI2.lex-smallest.exon!inclusive.gain	39436	39735	370.74208844710415	78126.04475492558	0.00472290327904489	3132	3132	35581.89846743295	952516.7270986275	0.035999392432818515	755
Non-cod.lex-smallest.cds!inclusive.gain	98	101	44440.897959183676	31225476.808080807	0.0014068675189209282	3132	3132	35581.89846743295	952516.7270986275	0.035999392432818515	14
ISCA-gain.lex-smallest.intron!inclusive.gain	499	499	7505.553106212425	6183864.282	0.0012098389145722783	3132	3132	35581.89846743295	952516.7270986275	0.035999392432818515	10
HI1.all.trans!inclusive.gain	3683	16452	90176.38854194949	750151.4041802388	0.10728496377322147	3132	3132	35581.89846743295	952516.7270986275	0.035999392432818515	347
GI1.lex-smallest.intron!inclusive.gain	55632	56197	6232.9375	49411.799345712076	0.11201127664525531	3132	3132	35581.89846743295	952516.7270986275	0.035999392432818515	1497
All-genes.lex-smallest.exon!inclusive.gain	192442	200593	342.60470167634924	15743.601367677702	0.021297934256465093	3132	3132	35581.89846743295	952516.7270986275	0.035999392432818515	8608
Paralogs.all.trans!inclusive.gain	405	1375	27164.076543209878	7597724.041871921	0.0035538105350881436	3132	3132	35581.89846743295	952516.7270986275	0.035999392432818515	161
All-genes.lex-smallest.cds!inclusive.gain	17488	18318	48795.538540713635	128214.36525816227	0.2756541669012895	3132	3132	35581.89846743295	952516.7270986275	0.035999392432818515	1540
OMIM.lex-smallest.trans!inclusive.gain	3081	3142	74135.57221681272	930326.3186242699	0.07378407618138476	3132	3132	35581.89846743295	952516.7270986275	0.035999392432818515	305
HI2.lex-smallest.trans!inclusive.gain	3548	3611	75047.2071589628	797241.4542124543	0.08601267366161859	3132	3132	35581.89846743295	952516.7270986275	0.035999392432818515	280
No-phen.all.cds!inclusive.gain	10099	32148	43929.623824141	262577.4397029703	0.14331120848711998	3132	3132	35581.89846743295	952516.7270986275	0.035999392432818515	955
